,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2028 Term Muni Bond ETF
ARLINGTON CNTY VA,Government Related,Fixed Income,"160,758.70",0.21,"160,758.70","125,000.00",041431ST5,US041431ST59,-,126.73,United States,-,USD,6.0,1.31,1.0,"Aug 15, 2029",5.0,6.45,-,0.84,5.73,0.84,USD,"Jun 20, 2018","Jun 20, 2018"
MONTGOMERY CNTY MD,Government Related,Fixed Income,"160,458.23",0.21,"160,458.23","125,000.00",61334PBE2,US61334PBE25,-,127.53,United States,-,USD,5.93,0.84,1.0,"Nov 01, 2028",5.0,5.94,-,0.84,5.94,0.84,USD,"Nov 07, 2019","Nov 07, 2019"
CALIFORNIA ST,Government Related,Fixed Income,"160,363.05",0.21,"160,363.05","125,000.00",13063DSA7,US13063DSA71,-,127.46,United States,-,USD,5.93,0.85,1.0,"Nov 01, 2028",5.0,5.94,-,0.85,5.94,0.85,USD,"Nov 20, 2019","Nov 20, 2019"
CALIFORNIA ST DEPT WTR RES CEN,Government Related,Fixed Income,"160,356.56",0.21,"160,356.56","125,000.00",13067WPY2,US13067WPY20,-,127.87,United States,-,USD,6.3,1.29,1.0,"Dec 01, 2029",5.0,6.74,-,0.84,6.02,0.84,USD,"Oct 18, 2018","Oct 18, 2018"
ENERGY NORTHWEST WASH ELEC REV,Corporates,Fixed Income,"159,707.15",0.21,"159,707.15","125,000.00",29270CY90,US29270CY903,-,125.27,United States,-,USD,6.14,1.78,1.0,"Jul 01, 2030",5.0,7.01,-,0.98,5.6,0.98,USD,"May 31, 2018","May 31, 2018"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"159,254.82",0.21,"159,254.82","125,000.00",64990FNR1,US64990FNR19,-,125.93,United States,-,USD,6.73,2.16,1.0,"Mar 15, 2032",5.0,8.2,-,0.99,5.8,0.99,USD,"Dec 21, 2018","Dec 21, 2018"
SANTA CLARA VY CALIF TRANSN AU,Government Related,Fixed Income,"158,718.93",0.2,"158,718.93","125,000.00",80168NHJ1,US80168NHJ19,-,126.56,United States,-,USD,5.63,0.75,1.0,"Jun 01, 2028",5.0,5.64,-,0.75,5.64,0.75,USD,"Dec 21, 2017","Dec 21, 2017"
CALIFORNIA ST,Government Related,Fixed Income,"158,708.39",0.2,"158,708.39","125,000.00",13063DSD1,US13063DSD11,-,126.13,United States,-,USD,6.97,2.27,1.0,"Nov 01, 2032",5.0,8.64,-,1.03,5.93,1.03,USD,"Nov 20, 2019","Nov 20, 2019"
CALIFORNIA ST,Government Related,Fixed Income,"158,544.01",0.2,"158,544.01","125,000.00",13063DLD8,US13063DLD83,-,125.59,United States,-,USD,5.47,0.8,1.0,"Apr 01, 2028",5.0,5.47,-,0.8,5.47,0.8,USD,"Mar 14, 2019","Mar 14, 2019"
DELAWARE ST,Government Related,Fixed Income,"158,386.70",0.2,"158,386.70","125,000.00",246381KU0,US246381KU00,-,124.21,United States,-,USD,5.51,1.36,1.0,"Jan 01, 2029",5.0,5.96,-,0.85,5.22,0.85,USD,"Dec 14, 2017","Dec 14, 2017"
WASHINGTON SUBN SAN DIST MD,Government Related,Fixed Income,"158,272.53",0.2,"158,272.53","125,000.00",940157W48,US940157W481,-,126.2,United States,-,USD,5.63,0.8,1.0,"Jun 01, 2028",5.0,5.64,-,0.8,5.64,0.8,USD,"Dec 20, 2018","Dec 20, 2018"
SAN JOSE CALIF UNI SCH DIST SA,Government Related,Fixed Income,"158,224.27",0.2,"158,224.27","170,000.00",798186VM1,US798186VM12,-,93.07,United States,-,USD,6.56,1.09,1.0,"Aug 01, 2028",0.0,6.51,-,1.09,6.51,1.09,USD,"Jun 27, 2006","Jun 27, 2006"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"158,159.41",0.2,"158,159.41","125,000.00",207758XG3,US207758XG34,-,124.03,United States,-,USD,5.22,0.88,1.0,"Jan 01, 2028",5.0,5.22,-,0.88,5.22,0.88,USD,"Feb 08, 2018","Feb 08, 2018"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"158,092.86",0.2,"158,092.86","130,000.00",93974DXA1,US93974DXA17,-,119.53,United States,-,USD,4.63,1.84,1.0,"Aug 01, 2028",5.0,5.63,-,0.67,4.11,0.67,USD,"Jul 14, 2016","Jul 14, 2016"
MARYLAND ST,Government Related,Fixed Income,"158,086.12",0.2,"158,086.12","125,000.00",574193QD3,US574193QD32,-,125.0,United States,-,USD,5.71,1.35,1.0,"Mar 15, 2029",5.0,6.16,-,0.86,5.42,0.86,USD,"Mar 21, 2018","Mar 21, 2018"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"157,852.54",0.2,"157,852.54","125,000.00",812643TA2,US812643TA24,-,125.03,United States,-,USD,5.47,0.88,1.0,"Apr 01, 2028",5.0,5.47,-,0.88,5.47,0.88,USD,"Oct 16, 2019","Oct 16, 2019"
CENTRAL FLA EXPWY AUTH SR LIEN,Municipals,Fixed Income,"157,666.26",0.2,"157,666.26","130,000.00",153476BH8,US153476BH85,-,118.78,United States,-,USD,4.54,1.91,1.0,"Jul 01, 2028",5.0,5.55,-,0.75,4.03,0.75,USD,"Nov 02, 2016","Nov 02, 2016"
MARYLAND ST,Government Related,Fixed Income,"157,464.39",0.2,"157,464.39","125,000.00",574193QE1,US574193QE15,-,124.5,United States,-,USD,5.97,1.78,1.0,"Mar 15, 2030",5.0,6.86,-,0.93,5.42,0.93,USD,"Mar 21, 2018","Mar 21, 2018"
LAS VEGAS VY NEV WTR DIST,Government Related,Fixed Income,"157,207.17",0.2,"157,207.17","125,000.00",517845MD2,US517845MD29,-,125.35,United States,-,USD,5.63,0.92,1.0,"Jun 01, 2028",5.0,5.63,-,0.92,5.63,0.92,USD,"Mar 25, 2021","Mar 25, 2021"
KATY TEX INDPT SCH DIST,Government Related,Fixed Income,"157,148.45",0.2,"157,148.45","125,000.00",486063YD6,US486063YD69,-,123.83,United States,-,USD,6.16,2.11,1.0,"Feb 15, 2031",5.0,7.44,-,0.98,5.34,0.98,USD,"Jul 11, 2019","Jun 01, 2019"
WASHINGTON SUBN SAN DIST MD,Government Related,Fixed Income,"156,761.47",0.2,"156,761.47","125,000.00",940157W63,US940157W630,-,124.99,United States,-,USD,6.18,1.79,1.0,"Jun 01, 2030",5.0,7.07,-,0.97,5.63,0.97,USD,"Dec 20, 2018","Dec 20, 2018"
ENERGY NORTHWEST WASH ELEC REV,Corporates,Fixed Income,"156,456.20",0.2,"156,456.20","125,000.00",29270CU52,US29270CU521,-,122.66,United States,-,USD,5.12,1.35,1.0,"Jul 01, 2028",5.0,5.58,-,0.78,4.83,0.78,USD,"May 03, 2017","May 03, 2017"
RHODE ISLAND ST & PROVIDENCE P,Municipals,Fixed Income,"156,289.92",0.2,"156,289.92","125,000.00",76222RVS8,US76222RVS83,-,122.95,United States,-,USD,5.21,1.35,1.0,"Aug 01, 2028",5.0,5.66,-,0.79,4.91,0.79,USD,"May 09, 2017","May 09, 2017"
HOUSTON TX WTR & SWR SYS REV,Government Related,Fixed Income,"155,882.26",0.2,"155,882.26","170,000.00",4424366D8,US4424366D82,-,91.7,United States,-,USD,6.89,1.26,1.0,"Dec 01, 2028",0.0,6.83,-,1.26,6.83,1.26,USD,"Jun 04, 1998","Jun 04, 1998"
LONG ISLAND PWR AUTH N Y ELEC,Corporates,Fixed Income,"155,348.16",0.2,"155,348.16","170,000.00",542690CN0,US542690CN07,-,91.38,United States,-,USD,6.89,1.31,1.0,"Dec 01, 2028",0.0,6.83,-,1.31,6.83,1.31,USD,"May 28, 1998","May 28, 1998"
ILLINOIS ST,Government Related,Fixed Income,"154,916.29",0.2,"154,916.29","125,000.00",4521522N0,US4521522N01,-,122.68,United States,-,USD,6.42,2.14,1.0,"Oct 01, 2030",5.0,7.22,-,1.46,5.82,1.46,USD,"Sep 05, 2018","Sep 05, 2018"
FLORIDA ST BRD ED PUB ED FOR I,Government Related,Fixed Income,"154,612.73",0.2,"154,612.73","125,000.00",34153QKP0,US34153QKP09,-,123.27,United States,-,USD,5.14,1.22,1.0,"Jun 01, 2028",5.0,5.62,-,0.62,4.85,0.62,USD,"Sep 21, 2017","Sep 21, 2017"
KING CNTY WASH,Government Related,Fixed Income,"154,593.47",0.2,"154,593.47","120,000.00",49474FVB3,US49474FVB39,-,126.33,United States,-,USD,5.61,0.83,1.0,"Jul 01, 2028",5.0,5.61,-,0.83,5.61,0.83,USD,"Sep 12, 2019","Sep 12, 2019"
HOUSTON TEX INDPT SCH DIST,Government Related,Fixed Income,"154,184.95",0.2,"154,184.95","120,000.00",442403NE7,US442403NE71,-,126.18,United States,-,USD,5.92,1.34,1.0,"Jul 15, 2029",5.0,6.36,-,0.87,5.64,0.87,USD,"Jun 27, 2018","Jun 27, 2018"
MICHIGAN FIN AUTH REV,Government Related,Fixed Income,"153,774.24",0.2,"153,774.24","120,000.00",59447TSY0,US59447TSY00,-,126.9,United States,-,USD,5.85,0.89,1.0,"Oct 01, 2028",5.0,5.85,-,0.89,5.85,0.89,USD,"Dec 19, 2018","Dec 19, 2018"
IOWA FIN AUTH REV,Corporates,Fixed Income,"153,100.02",0.2,"153,100.02","120,000.00",46246K5Z1,US46246K5Z17,-,125.5,United States,-,USD,6.49,2.05,1.0,"Aug 01, 2031",5.0,7.75,-,0.99,5.68,0.99,USD,"Feb 26, 2019","Feb 26, 2019"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"153,010.61",0.2,"153,010.61","120,000.00",64972HF98,US64972HF981,-,125.2,United States,-,USD,6.44,2.07,1.0,"Jul 15, 2031",5.0,7.71,-,1.01,5.64,1.01,USD,"Mar 22, 2018","Mar 22, 2018"
SAN FRANCISCO CALIF CITY & CNT,Government Related,Fixed Income,"151,778.72",0.2,"151,778.72","125,000.00",79765RH51,US79765RH516,-,120.59,United States,-,USD,4.89,1.79,1.0,"Nov 01, 2028",5.0,5.88,-,0.66,4.36,0.66,USD,"Oct 20, 2016","Oct 20, 2016"
OHIO ST WTR DEV AUTH POLLUTION,Government Related,Fixed Income,"151,770.62",0.2,"151,770.62","120,000.00",677660UX8,US677660UX86,-,126.06,United States,-,USD,5.63,0.82,1.0,"Jun 01, 2028",5.0,5.64,-,0.82,5.64,0.82,USD,"Mar 14, 2019","Mar 14, 2019"
MAINE ST,Government Related,Fixed Income,"151,770.62",0.2,"151,770.62","120,000.00",56052AC95,US56052AC950,-,126.06,United States,-,USD,5.63,0.82,1.0,"Jun 01, 2028",5.0,5.64,-,0.82,5.64,0.82,USD,"Jun 26, 2019","Jun 26, 2019"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"151,426.22",0.2,"151,426.22","125,000.00",207758VQ3,US207758VQ34,-,119.47,United States,-,USD,4.72,1.88,1.0,"Sep 01, 2028",5.0,5.71,-,0.75,4.19,0.75,USD,"Sep 28, 2016","Sep 28, 2016"
PORT AUTH N Y & N J,Government Related,Fixed Income,"149,666.70",0.19,"149,666.70","120,000.00",73358WM68,US73358WM680,-,124.08,United States,-,USD,5.49,1.32,1.0,"Nov 15, 2028",5.0,5.95,-,0.79,5.2,0.79,USD,"Aug 17, 2017","Aug 17, 2017"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"149,354.89",0.19,"149,354.89","125,000.00",97705MED3,US97705MED39,-,118.65,United States,-,USD,4.57,2.06,1.0,"Nov 01, 2028",5.0,5.86,-,0.63,3.95,0.63,USD,"Aug 25, 2016","Aug 25, 2016"
OMAHA PUB PWR DIST NEB ELEC RE,Government Related,Fixed Income,"149,250.52",0.19,"149,250.52","125,000.00",682001EZ1,US682001EZ17,-,117.32,United States,-,USD,4.21,1.97,1.0,"Feb 01, 2028",5.0,5.24,-,0.69,3.7,0.69,USD,"Aug 24, 2016","Aug 24, 2016"
BEAUFORT CNTY S C,Municipals,Fixed Income,"147,825.09",0.19,"147,825.09","120,000.00",074347G82,US074347G828,-,121.1,United States,-,USD,4.81,1.37,1.0,"Feb 01, 2028",5.0,5.28,-,0.76,4.51,0.76,USD,"Aug 18, 2017","Aug 18, 2017"
NEW HAMPSHIRE MUN BD BK,Municipals,Fixed Income,"147,811.13",0.19,"147,811.13","115,000.00",64465QBD7,US64465QBD79,-,126.64,United States,-,USD,5.72,0.85,1.0,"Aug 15, 2028",5.0,5.73,-,0.85,5.73,0.85,USD,"Aug 12, 2020","Aug 12, 2020"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"147,467.92",0.19,"147,467.92","115,000.00",92818MWX4,US92818MWX46,-,127.4,United States,-,USD,6.46,1.65,1.0,"Nov 01, 2030",5.0,7.35,-,0.86,5.94,0.86,USD,"May 23, 2018","May 23, 2018"
CONNECTICUT ST,Government Related,Fixed Income,"146,087.19",0.19,"146,087.19","115,000.00",20772KDW6,US20772KDW62,-,125.56,United States,-,USD,6.35,1.81,1.0,"Sep 15, 2030",5.0,7.21,-,1.04,5.8,1.04,USD,"Sep 13, 2018","Sep 13, 2018"
WASHINGTON ST,Government Related,Fixed Income,"145,931.87",0.19,"145,931.87","120,000.00",93974DYD4,US93974DYD47,-,119.53,United States,-,USD,4.61,1.84,1.0,"Aug 01, 2028",5.0,5.63,-,0.67,4.11,0.67,USD,"Jul 14, 2016","Jul 14, 2016"
CHARLOTTE N C,Government Related,Fixed Income,"145,774.85",0.19,"145,774.85","115,000.00",161035HX1,US161035HX11,-,126.34,United States,-,USD,5.63,0.78,1.0,"Jun 01, 2028",5.0,5.64,-,0.78,5.64,0.78,USD,"Aug 15, 2019","Aug 15, 2019"
OHIO ST CULTURAL & SPORTS CAP,Government Related,Fixed Income,"144,986.62",0.19,"144,986.62","115,000.00",67755LFT1,US67755LFT17,-,124.83,United States,-,USD,5.47,0.91,1.0,"Apr 01, 2028",5.0,5.47,-,0.91,5.47,0.91,USD,"May 16, 2019","May 16, 2019"
KANSAS ST DEPT TRANSN HWY REV,Government Related,Fixed Income,"143,990.53",0.19,"143,990.53","115,000.00",485424SF3,US485424SF38,-,123.54,United States,-,USD,5.29,1.3,1.0,"Sep 01, 2028",5.0,5.75,-,0.75,5.0,0.75,USD,"Oct 16, 2018","Oct 16, 2018"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"141,880.88",0.18,"141,880.88","115,000.00",64986DDK8,US64986DDK81,-,123.15,United States,-,USD,5.18,1.26,1.0,"Jun 15, 2028",5.0,5.65,-,0.67,4.89,0.67,USD,"Apr 13, 2017","Apr 13, 2017"
WISCONSIN ST GEN FD ANNUAL APP,Government Related,Fixed Income,"141,429.04",0.18,"141,429.04","115,000.00",977100GR1,US977100GR19,-,122.15,United States,-,USD,5.06,1.34,1.0,"May 01, 2028",5.0,5.53,-,0.76,4.76,0.76,USD,"Jan 31, 2019","Jan 31, 2019"
PHOENIX ARIZ CIVIC IMPT CORP W,Government Related,Fixed Income,"140,866.00",0.18,"140,866.00","110,000.00",71883PKY2,US71883PKY24,-,125.56,United States,-,USD,5.89,1.4,1.0,"Jul 01, 2029",5.0,6.32,-,0.94,5.6,0.94,USD,"Jun 19, 2018","Jun 19, 2018"
KING CNTY WASH SWR REV,Government Related,Fixed Income,"140,472.52",0.18,"140,472.52","110,000.00",495290AU2,US495290AU21,-,125.2,United States,-,USD,5.89,1.44,1.0,"Jul 01, 2029",5.0,6.32,-,0.99,5.6,0.99,USD,"Nov 15, 2018","Nov 15, 2018"
TRIBOROUGH BRDG & TUNL AUTH NY,Corporates,Fixed Income,"140,365.14",0.18,"140,365.14","110,000.00",89602REK7,US89602REK77,-,126.97,United States,-,USD,5.97,0.94,1.0,"Nov 15, 2028",5.0,5.97,-,0.94,5.97,0.94,USD,"Aug 30, 2018","Aug 30, 2018"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"139,606.72",0.18,"139,606.72","110,000.00",9277818G2,US9277818G23,-,124.83,United States,-,USD,5.31,0.81,1.0,"Feb 01, 2028",5.0,5.31,-,0.81,5.31,0.81,USD,"Jun 21, 2017","Jun 21, 2017"
TRIBOROUGH BRDG & TUNL AUTH N,Corporates,Fixed Income,"139,559.46",0.18,"139,559.46","155,000.00",89602NA87,US89602NA877,-,90.04,United States,-,USD,6.84,1.53,1.0,"Nov 15, 2028",0.0,6.77,-,1.53,6.77,1.53,USD,"Aug 23, 2012","Aug 23, 2012"
INDIANA ST FIN AUTH REVENUE,Government Related,Fixed Income,"139,384.99",0.18,"139,384.99","110,000.00",45506DJ30,US45506DJ305,-,124.63,United States,-,USD,5.3,0.84,1.0,"Feb 01, 2028",5.0,5.3,-,0.84,5.3,0.84,USD,"Nov 01, 2017","Nov 01, 2017"
COLORADO ST BRD GOVERNORS UNIV,Municipals,Fixed Income,"139,074.70",0.18,"139,074.70","110,000.00",196707XE8,US196707XE82,-,124.76,United States,-,USD,5.38,0.87,1.0,"Mar 01, 2028",5.0,5.39,-,0.87,5.39,0.87,USD,"Dec 20, 2017","Dec 20, 2017"
NEW YORK N Y,Government Related,Fixed Income,"139,025.86",0.18,"139,025.86","110,000.00",64966MXR5,US64966MXR59,-,124.3,United States,-,USD,5.71,1.59,1.0,"Aug 01, 2029",5.0,6.39,-,0.89,5.3,0.89,USD,"Mar 13, 2018","Jul 14, 2003"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"138,872.69",0.18,"138,872.69","110,000.00",207758XH1,US207758XH17,-,123.75,United States,-,USD,5.51,1.42,1.0,"Jan 01, 2029",5.0,5.95,-,0.92,5.22,0.92,USD,"Feb 08, 2018","Feb 08, 2018"
NEW YORK ST TWY AUTH GEN REV,Government Related,Fixed Income,"137,919.49",0.18,"137,919.49","110,000.00",650009P80,US650009P801,-,122.88,United States,-,USD,6.04,2.18,1.0,"Jan 01, 2031",5.0,7.32,-,1.05,5.21,1.05,USD,"Mar 08, 2018","Mar 08, 2018"
SOUTH CAROLINA ST,Government Related,Fixed Income,"137,733.51",0.18,"137,733.51","110,000.00",83710RSG3,US83710RSG38,-,123.96,United States,-,USD,5.23,1.03,1.0,"Apr 01, 2028",5.0,5.46,-,0.74,5.08,0.74,USD,"Aug 24, 2017","Aug 24, 2017"
LAREDO TEX INDPT SCH DIST,Municipals,Fixed Income,"137,535.13",0.18,"137,535.13","110,000.00",516840YG4,US516840YG45,-,122.95,United States,-,USD,5.21,1.35,1.0,"Aug 01, 2028",5.0,5.66,-,0.79,4.91,0.79,USD,"Jul 31, 2018","Jul 01, 2018"
MARYLAND ST DEPT TRANSN CONS T,Government Related,Fixed Income,"137,112.97",0.18,"137,112.97","110,000.00",574204H71,US574204H717,-,122.98,United States,-,USD,5.29,1.38,1.0,"Sep 01, 2028",5.0,5.74,-,0.84,4.99,0.84,USD,"Sep 21, 2017","Sep 21, 2017"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"136,073.88",0.18,"136,073.88","110,000.00",709224ZP7,US709224ZP73,-,123.29,United States,-,USD,5.54,1.45,1.0,"Dec 01, 2028",5.0,5.99,-,0.94,5.24,0.94,USD,"Nov 30, 2017","Nov 30, 2017"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"135,384.22",0.17,"135,384.22","110,000.00",92778VEB0,US92778VEB09,-,120.99,United States,-,USD,4.81,1.39,1.0,"Feb 01, 2028",5.0,5.28,-,0.78,4.51,0.78,USD,"Aug 02, 2017","Aug 02, 2017"
DISTRICT COLUMBIA,Government Related,Fixed Income,"135,205.23",0.17,"135,205.23","110,000.00",25476FUY2,US25476FUY23,-,122.5,United States,-,USD,5.14,1.33,1.0,"Jun 01, 2028",5.0,5.61,-,0.75,4.85,0.75,USD,"Dec 21, 2017","Dec 21, 2017"
ANNE ARUNDEL CNTY MD,Government Related,Fixed Income,"134,867.62",0.17,"134,867.62","105,000.00",03588HZL3,US03588HZL31,-,127.2,United States,-,USD,5.85,0.85,1.0,"Oct 01, 2028",5.0,5.86,-,0.85,5.86,0.85,USD,"May 06, 2020","May 06, 2020"
GEORGETOWN TEX INDPT SCH DIST,Municipals,Fixed Income,"134,589.07",0.17,"134,589.07","105,000.00",373046WK3,US373046WK31,-,126.29,United States,-,USD,6.0,1.36,1.0,"Aug 15, 2029",5.0,6.45,-,0.9,5.73,0.9,USD,"Feb 07, 2019","Jan 15, 2019"
ROUND ROCK TEX INDPT SCH DIST,Government Related,Fixed Income,"134,038.58",0.17,"134,038.58","105,000.00",779240ND8,US779240ND82,-,125.57,United States,-,USD,6.49,2.05,1.0,"Aug 01, 2031",5.0,7.75,-,0.98,5.68,0.98,USD,"Apr 25, 2019","Apr 01, 2019"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"133,991.19",0.17,"133,991.19","110,000.00",592112TE6,US592112TE61,-,119.81,United States,-,USD,5.74,0.86,1.0,"Jul 01, 2028",4.0,5.74,-,0.86,5.74,0.86,USD,"Oct 25, 2018","Oct 25, 2018"
LOUISIANA ST,Government Related,Fixed Income,"133,415.70",0.17,"133,415.70","110,000.00",5464152D1,US5464152D10,-,119.2,United States,-,USD,4.63,1.88,1.0,"Aug 01, 2028",5.0,5.63,-,0.73,4.11,0.73,USD,"Apr 28, 2016","Apr 28, 2016"
TENNESSEE ST,Government Related,Fixed Income,"133,097.44",0.17,"133,097.44","105,000.00",880541YQ4,US880541YQ45,-,124.68,United States,-,USD,5.6,1.34,1.0,"Feb 01, 2029",5.0,6.04,-,0.83,5.3,0.83,USD,"May 03, 2018","May 03, 2018"
CONNECTICUT ST,Government Related,Fixed Income,"132,301.77",0.17,"132,301.77","105,000.00",20772KBS7,US20772KBS78,-,124.95,United States,-,USD,5.51,0.91,1.0,"Apr 15, 2028",5.0,5.5,-,0.91,5.5,0.91,USD,"Apr 11, 2018","Apr 11, 2018"
NEW JERSEY ST TPK AUTH TPK REV,Government Related,Fixed Income,"132,062.21",0.17,"132,062.21","105,000.00",6461397F6,US6461397F67,-,123.27,United States,-,USD,6.04,2.14,1.0,"Jan 01, 2031",5.0,7.32,-,0.99,5.22,0.99,USD,"Aug 03, 2017","Aug 03, 2017"
COAST CMNTY COLLEGE DIST CALIF,Municipals,Fixed Income,"131,887.67",0.17,"131,887.67","105,000.00",190335HQ5,US190335HQ57,-,123.52,United States,-,USD,5.21,1.26,1.0,"Aug 01, 2028",5.0,5.67,-,0.7,4.92,0.7,USD,"Mar 29, 2017","Mar 29, 2017"
HARRIS CNTY TX TOLL ROAD REVENUE,Government Related,Fixed Income,"131,832.80",0.17,"131,832.80","105,000.00",41423PAP2,US41423PAP27,-,123.67,United States,-,USD,6.48,2.46,1.0,"Aug 15, 2032",5.0,8.4,-,1.0,5.33,1.0,USD,"Feb 28, 2018","Feb 28, 2018"
FRANKLIN CNTY OHIO SALES TAX R,Government Related,Fixed Income,"130,816.89",0.17,"130,816.89","110,000.00",353204AN0,US353204AN00,-,118.59,United States,-,USD,6.71,1.84,1.0,"Jun 01, 2031",4.0,7.99,-,1.0,5.75,1.0,USD,"Jun 05, 2018","Jun 05, 2018"
MASSACHUSETTS ST,Government Related,Fixed Income,"130,451.16",0.17,"130,451.16","100,000.00",57582NXN0,US57582NXN01,-,128.26,United States,-,USD,5.65,0.83,1.0,"Aug 01, 2028",5.25,5.66,-,0.83,5.66,0.83,USD,"Mar 24, 2004","Mar 24, 2004"
MASSACHUSETTS ST HEALTH & EDL FACS,Government Related,Fixed Income,"130,384.54",0.17,"130,384.54","100,000.00",57586CBM6,US57586CBM64,-,127.76,United States,-,USD,5.57,0.85,1.0,"Jul 01, 2028",5.25,5.58,-,0.85,5.58,0.85,USD,"Mar 15, 2004","Mar 15, 2004"
HOUSTON TEX UTIL SYS REV FOR I,Government Related,Fixed Income,"130,241.60",0.17,"130,241.60","105,000.00",44244CNG8,US44244CNG86,-,123.4,United States,-,USD,5.49,1.41,1.0,"Nov 15, 2028",5.0,5.94,-,0.9,5.2,0.9,USD,"May 04, 2017","May 01, 2017"
ILLINOIS ST,Government Related,Fixed Income,"129,633.61",0.17,"129,633.61","105,000.00",452153AG4,US452153AG42,-,121.79,United States,-,USD,5.37,1.31,1.0,"Mar 01, 2028",5.0,5.36,-,1.31,5.36,1.31,USD,"Mar 24, 2021","Mar 24, 2021"
TEMPLE TEX INDPT SCH DIST,Municipals,Fixed Income,"129,283.63",0.17,"129,283.63","110,000.00",880081PM0,US880081PM04,-,115.86,United States,-,USD,4.96,1.28,1.0,"Feb 01, 2028",4.0,5.4,-,0.81,4.6,0.81,USD,"Dec 20, 2017","Dec 20, 2017"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"128,626.72",0.17,"128,626.72","100,000.00",5444955S9,US5444955S97,-,126.13,United States,-,USD,6.13,1.69,1.0,"Jul 01, 2030",5.0,7.02,-,0.86,5.61,0.86,USD,"Dec 20, 2018","Dec 20, 2018"
KING CNTY WASH SWR REV,Government Related,Fixed Income,"128,611.59",0.17,"128,611.59","100,000.00",495290AT5,US495290AT57,-,126.11,United States,-,USD,5.61,0.86,1.0,"Jul 01, 2028",5.0,5.61,-,0.86,5.61,0.86,USD,"Nov 15, 2018","Nov 15, 2018"
PRINCE GEORGES CNTY MD,Government Related,Fixed Income,"128,599.82",0.17,"128,599.82","100,000.00",7417016X9,US7417016X91,-,127.13,United States,-,USD,5.81,0.83,1.0,"Sep 15, 2028",5.0,5.81,-,0.83,5.81,0.83,USD,"Jun 16, 2020","Jun 16, 2020"
CHARLESTON CNTY S C,Government Related,Fixed Income,"128,442.77",0.17,"128,442.77","100,000.00",160069C73,US160069C731,-,127.61,United States,-,USD,5.93,0.83,1.0,"Nov 01, 2028",5.0,5.94,-,0.83,5.94,0.83,USD,"Oct 30, 2019","Oct 30, 2019"
SAN ANTONIO TEX INDPT SCH DIST,Government Related,Fixed Income,"128,400.24",0.17,"128,400.24","100,000.00",796269B31,US796269B319,-,126.51,United States,-,USD,6.0,1.33,1.0,"Aug 15, 2029",5.0,6.45,-,0.87,5.73,0.87,USD,"Aug 20, 2019","Jul 15, 2019"
HARRIS CNTY TEX,Government Related,Fixed Income,"127,995.43",0.17,"127,995.43","100,000.00",414005C63,US414005C630,-,126.75,United States,-,USD,5.85,0.91,1.0,"Oct 01, 2028",5.0,5.85,-,0.91,5.85,0.91,USD,"Oct 13, 2020","Oct 13, 2020"
PORT AUTH N Y & N J,Government Related,Fixed Income,"127,912.89",0.16,"127,912.89","100,000.00",73358WV43,US73358WV434,-,125.61,United States,-,USD,6.18,1.76,1.0,"Jul 15, 2030",5.0,7.05,-,0.95,5.64,0.95,USD,"May 04, 2018","May 04, 2018"
FLORIDA ST DEPT TRANSN FING CO,Municipals,Fixed Income,"127,784.97",0.16,"127,784.97","100,000.00",34160KAN0,US34160KAN00,-,125.28,United States,-,USD,6.4,2.06,1.0,"Jul 01, 2031",5.0,7.67,-,0.98,5.6,0.98,USD,"Sep 20, 2018","Sep 20, 2018"
ORANGE CNTY FLA SCH BRD CTFS P,Government Related,Fixed Income,"127,585.41",0.16,"127,585.41","100,000.00",684517SH9,US684517SH99,-,125.5,United States,-,USD,5.68,0.99,1.0,"Aug 01, 2028",5.0,5.68,-,0.99,5.68,0.99,USD,"Dec 27, 2017","Dec 27, 2017"
INDIANAPOLIS IND WTR SYS REV,Municipals,Fixed Income,"127,546.32",0.16,"127,546.32","100,000.00",455412BL9,US455412BL93,-,126.3,United States,-,USD,6.38,1.75,1.0,"Oct 01, 2030",5.0,7.26,-,0.97,5.85,0.97,USD,"Oct 03, 2018","Oct 03, 2018"
