,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2027 Term Muni Bond ETF
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"154,185.50",0.22,"154,185.50","125,000.00",709224ZL6,US709224ZL69,-,122.93,United States,-,USD,6.08,2.16,1.0,"Dec 01, 2030",5.0,7.38,-,1.0,5.24,1.0,USD,"Oct 11, 2017","Oct 11, 2017"
MECKLENBURG CNTY N C,Government Related,Fixed Income,"154,028.41",0.22,"154,028.41","125,000.00",584002VJ5,US584002VJ54,-,121.97,United States,-,USD,4.98,1.32,1.0,"Apr 01, 2028",5.0,5.44,-,0.73,4.68,0.73,USD,"Sep 12, 2017","Sep 12, 2017"
MONTGOMERY CNTY TENN,Municipals,Fixed Income,"153,974.23",0.22,"153,974.23","125,000.00",61366ABN6,US61366ABN63,-,121.93,United States,-,USD,4.68,0.73,1.0,"Apr 01, 2027",5.0,4.68,-,0.73,4.68,0.73,USD,"Sep 20, 2017","Sep 20, 2017"
ILLINOIS ST TOLL HWY AUTH TOLL,Government Related,Fixed Income,"153,928.98",0.22,"153,928.98","125,000.00",452252NT2,US452252NT26,-,120.64,United States,-,USD,4.44,0.78,1.0,"Jan 01, 2027",5.0,4.43,-,0.78,4.43,0.78,USD,"Nov 14, 2019","Nov 14, 2019"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"153,385.85",0.21,"153,385.85","125,000.00",97705MGV1,US97705MGV19,-,121.88,United States,-,USD,5.75,2.48,1.0,"Nov 01, 2031",5.0,7.95,-,0.8,4.76,0.8,USD,"Jul 12, 2017","Jul 12, 2017"
ILLINOIS ST,Government Related,Fixed Income,"152,915.15",0.21,"152,915.15","125,000.00",4521524T5,US4521524T52,-,120.67,United States,-,USD,4.99,1.21,1.0,"Sep 01, 2027",5.0,4.98,-,1.21,4.98,1.21,USD,"Apr 09, 2019","Apr 09, 2019"
ILLINOIS ST TOLL HWY AUTH TOLL,Government Related,Fixed Income,"151,846.14",0.21,"151,846.14","125,000.00",452252LK3,US452252LK35,-,118.98,United States,-,USD,4.15,1.09,1.0,"Jan 01, 2027",5.0,4.42,-,0.71,4.03,0.71,USD,"Jun 16, 2016","Jun 16, 2016"
PHOENIX ARIZ CIVIC IMPT CORP W,Government Related,Fixed Income,"151,785.11",0.21,"151,785.11","125,000.00",71883PKK2,US71883PKK20,-,118.93,United States,-,USD,4.3,1.41,1.0,"Jul 01, 2027",5.0,4.81,-,0.72,4.03,0.72,USD,"Nov 16, 2016","Nov 16, 2016"
COAST CMNTY COLLEGE DIST CALIF,Municipals,Fixed Income,"150,728.76",0.21,"150,728.76","120,000.00",190335HQ5,US190335HQ57,-,123.52,United States,-,USD,5.21,1.26,1.0,"Aug 01, 2028",5.0,5.67,-,0.7,4.92,0.7,USD,"Mar 29, 2017","Mar 29, 2017"
FLORIDA ST TPK AUTH TPK REV,Government Related,Fixed Income,"150,384.78",0.21,"150,384.78","120,000.00",343137EL5,US343137EL50,-,122.82,United States,-,USD,4.83,0.76,1.0,"Jul 01, 2027",5.0,4.83,-,0.76,4.83,0.76,USD,"Feb 21, 2019","Feb 21, 2019"
MIAMI-DADE CNTY FLA AVIATION R,Government Related,Fixed Income,"150,344.58",0.21,"150,344.58","125,000.00",59333PS90,US59333PS906,-,119.03,United States,-,USD,4.57,1.53,1.0,"Oct 01, 2027",5.0,5.05,-,0.9,4.27,0.9,USD,"Aug 25, 2016","Aug 25, 2016"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"149,507.50",0.21,"149,507.50","130,000.00",97705MEC5,US97705MEC55,-,114.34,United States,-,USD,4.49,1.43,1.0,"Nov 01, 2027",4.0,5.24,-,0.64,4.01,0.64,USD,"Aug 25, 2016","Aug 25, 2016"
HOUSTON TEX UTIL SYS REV FOR I,Government Related,Fixed Income,"149,511.31",0.21,"149,511.31","120,000.00",44244CMX2,US44244CMX29,-,123.95,United States,-,USD,5.2,0.81,1.0,"Nov 15, 2027",5.0,5.2,-,0.81,5.2,0.81,USD,"May 04, 2017","May 01, 2017"
NORTH TEX TWY AUTH REV,Government Related,Fixed Income,"149,053.93",0.21,"149,053.93","125,000.00",66285WWX0,US66285WWX00,-,116.74,United States,-,USD,3.87,1.51,1.0,"Jan 01, 2027",5.0,4.41,-,0.74,3.62,0.74,USD,"Nov 01, 2017","Nov 01, 2017"
NORTH CAROLINA ST,Government Related,Fixed Income,"148,994.32",0.21,"148,994.32","125,000.00",6582562N1,US6582562N10,-,118.78,United States,-,USD,4.3,1.39,1.0,"Jun 01, 2027",5.0,4.82,-,0.68,4.03,0.68,USD,"Aug 10, 2016","Aug 10, 2016"
COLUMBUS OHIO,Government Related,Fixed Income,"147,886.61",0.21,"147,886.61","120,000.00",199492TB5,US199492TB50,-,121.35,United States,-,USD,4.85,1.35,1.0,"Feb 15, 2028",5.0,5.32,-,0.74,4.55,0.74,USD,"Nov 16, 2016","Nov 16, 2016"
PHOENIX ARIZ,Government Related,Fixed Income,"146,183.24",0.2,"146,183.24","120,000.00",718814Q58,US718814Q588,-,119.32,United States,-,USD,4.3,1.34,1.0,"Jul 01, 2027",5.0,4.81,-,0.64,4.03,0.64,USD,"Sep 13, 2016","Sep 13, 2016"
TEXAS ST UNIV SYS FING REV,Corporates,Fixed Income,"146,128.62",0.2,"146,128.62","120,000.00",88278PYK4,US88278PYK47,-,120.3,United States,-,USD,5.47,2.27,1.0,"Mar 15, 2030",5.0,6.81,-,0.99,4.63,0.99,USD,"Jan 31, 2017","Jan 01, 2017"
SPRING TEX INDPT SCH DIST,Municipals,Fixed Income,"145,807.25",0.2,"145,807.25","120,000.00",8500006B1,US8500006B18,-,119.62,United States,-,USD,4.43,1.36,1.0,"Aug 15, 2027",5.0,4.93,-,0.68,4.15,0.68,USD,"Jul 15, 2017","Jul 15, 2017"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"144,374.82",0.2,"144,374.82","125,000.00",64990FTK0,US64990FTK02,-,113.61,United States,-,USD,3.33,2.18,1.0,"Feb 15, 2027",5.0,4.5,-,0.59,2.89,0.59,USD,"Jun 19, 2015","Jun 19, 2015"
CLEAR CREEK TEX INDPT SCH DIST,Municipals,Fixed Income,"144,157.75",0.2,"144,157.75","115,000.00",184541DQ0,US184541DQ05,-,121.49,United States,-,USD,4.49,0.72,1.0,"Feb 15, 2027",5.0,4.49,-,0.72,4.49,0.72,USD,"Mar 23, 2021","Mar 23, 2021"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"144,049.23",0.2,"144,049.23","115,000.00",812643UL6,US812643UL69,-,122.76,United States,-,USD,4.83,0.77,1.0,"Jul 01, 2027",5.0,4.83,-,0.77,4.83,0.77,USD,"Aug 05, 2020","Aug 05, 2020"
WASHINGTON ST CTFS PARTN,Government Related,Fixed Income,"143,702.22",0.2,"143,702.22","115,000.00",939720Q35,US939720Q358,-,122.46,United States,-,USD,4.83,0.82,1.0,"Jul 01, 2027",5.0,4.83,-,0.82,4.83,0.82,USD,"Jun 24, 2019","Jun 24, 2019"
PALM BEACH CNTY FLA SCH BRD CT,Government Related,Fixed Income,"143,388.97",0.2,"143,388.97","115,000.00",696550F31,US696550F314,-,122.6,United States,-,USD,4.91,0.85,1.0,"Aug 01, 2027",5.0,4.91,-,0.85,4.91,0.85,USD,"Feb 28, 2018","Feb 28, 2018"
RIVERSIDE CNTY CALIF TRANSN CO,Municipals,Fixed Income,"143,264.87",0.2,"143,264.87","115,000.00",769125GR0,US769125GR03,-,124.16,United States,-,USD,6.18,2.15,1.0,"Jun 01, 2031",5.0,7.73,-,0.81,5.24,0.81,USD,"Dec 28, 2017","Dec 28, 2017"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"143,245.74",0.2,"143,245.74","120,000.00",438687HW8,US438687HW80,-,117.7,United States,-,USD,5.02,0.76,1.0,"Aug 01, 2027",4.0,5.02,-,0.76,5.02,0.76,USD,"Aug 21, 2019","Aug 21, 2019"
MARYLAND ST DEPT OF TRANSPRTNCONSO,Government Related,Fixed Income,"142,258.38",0.2,"142,258.38","115,000.00",574204H97,US574204H972,-,122.04,United States,-,USD,5.83,2.19,1.0,"Sep 01, 2030",5.0,7.13,-,0.99,4.99,0.99,USD,"Sep 21, 2017","Sep 21, 2017"
MOUNTAIN VIEW LOS ALTOS CALIF,Municipals,Fixed Income,"141,955.01",0.2,"141,955.01","150,000.00",624454KR4,US624454KR47,-,94.64,United States,-,USD,5.57,0.99,1.0,"Aug 01, 2027",0.0,5.53,-,0.99,5.53,0.99,USD,"Jul 12, 2012","Jul 12, 2012"
NEW HAMPSHIRE ST,Government Related,Fixed Income,"140,973.81",0.2,"140,973.81","120,000.00",6446823Y0,US6446823Y02,-,117.14,United States,-,USD,6.32,1.9,1.0,"Dec 01, 2030",4.0,7.61,-,1.01,5.34,1.01,USD,"Dec 20, 2017","Dec 20, 2017"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"140,451.13",0.2,"140,451.13","115,000.00",709224XB0,US709224XB06,-,121.71,United States,-,USD,4.84,0.89,1.0,"Jun 01, 2027",5.0,4.84,-,0.89,4.84,0.89,USD,"Jul 27, 2017","Jul 27, 2017"
KING CNTY WASH SCH DIST NO 405,Government Related,Fixed Income,"139,503.31",0.2,"139,503.31","115,000.00",495098YU3,US495098YU35,-,120.89,United States,-,USD,4.74,1.32,1.0,"Dec 01, 2027",5.0,5.22,-,0.67,4.44,0.67,USD,"Nov 17, 2016","Nov 17, 2016"
MARICOPA CNTY ARIZ UN HIGH SCH,Government Related,Fixed Income,"137,786.22",0.19,"137,786.22","110,000.00",567505PP1,US567505PP10,-,122.76,United States,-,USD,4.83,0.77,1.0,"Jul 01, 2027",5.0,4.83,-,0.77,4.83,0.77,USD,"May 08, 2018","May 08, 2018"
AUSTIN TEX,Government Related,Fixed Income,"137,730.07",0.19,"137,730.07","110,000.00",052397HU3,US052397HU33,-,123.54,United States,-,USD,5.29,1.3,1.0,"Sep 01, 2028",5.0,5.75,-,0.75,5.0,0.75,USD,"Oct 03, 2017","Oct 03, 2017"
KANSAS ST DEPT TRANSN HWY REV,Government Related,Fixed Income,"137,730.07",0.19,"137,730.07","110,000.00",485424SF3,US485424SF38,-,123.54,United States,-,USD,5.29,1.3,1.0,"Sep 01, 2028",5.0,5.75,-,0.75,5.0,0.75,USD,"Oct 16, 2018","Oct 16, 2018"
ALAMO TEX CMNTY COLLEGE DIST,Municipals,Fixed Income,"137,505.52",0.19,"137,505.52","110,000.00",011415RJ7,US011415RJ71,-,123.12,United States,-,USD,5.76,2.06,1.0,"Aug 15, 2030",5.0,7.1,-,0.79,4.95,0.79,USD,"Oct 25, 2017","Sep 15, 2017"
MICHIGAN ST TRUNK LINE,Government Related,Fixed Income,"137,052.03",0.19,"137,052.03","110,000.00",594695Y85,US594695Y857,-,123.95,United States,-,USD,5.2,0.81,1.0,"Nov 15, 2027",5.0,5.2,-,0.81,5.2,0.81,USD,"Sep 10, 2020","Sep 10, 2020"
DALLAS TEX AREA RAPID TRAN SAL,Government Related,Fixed Income,"136,892.50",0.19,"136,892.50","110,000.00",235241TA4,US235241TA40,-,124.03,United States,-,USD,5.24,0.83,1.0,"Dec 01, 2027",5.0,5.24,-,0.83,5.24,0.83,USD,"Apr 09, 2019","Apr 09, 2019"
TEXAS ST,Government Related,Fixed Income,"136,888.28",0.19,"136,888.28","110,000.00",8827236S3,US8827236S34,-,123.19,United States,-,USD,5.9,2.09,1.0,"Oct 01, 2030",5.0,7.23,-,0.86,5.08,0.86,USD,"Feb 01, 2017","Feb 01, 2017"
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"136,802.60",0.19,"136,802.60","110,000.00",880558KD2,US880558KD20,-,123.53,United States,-,USD,5.46,1.38,1.0,"Nov 01, 2028",5.0,5.91,-,0.86,5.16,0.86,USD,"Sep 21, 2017","Sep 21, 2017"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"136,422.20",0.19,"136,422.20","110,000.00",6500356Q6,US6500356Q68,-,122.55,United States,-,USD,5.97,2.27,1.0,"Mar 15, 2031",5.0,7.51,-,0.93,5.03,0.93,USD,"Dec 21, 2017","Dec 21, 2017"
INDIANA UNIV REVS,Municipals,Fixed Income,"136,410.28",0.19,"136,410.28","110,000.00",455168ER1,US455168ER17,-,121.93,United States,-,USD,5.47,1.88,1.0,"Aug 01, 2029",5.0,6.37,-,0.96,4.91,0.96,USD,"Oct 03, 2018","Oct 03, 2018"
SALT RIV PROJ AGRIC IMPT & PWR,Government Related,Fixed Income,"135,447.72",0.19,"135,447.72","110,000.00",79574CBU6,US79574CBU62,-,120.63,United States,-,USD,4.98,1.84,1.0,"Jan 01, 2029",5.0,5.92,-,0.78,4.43,0.78,USD,"Dec 01, 2016","Dec 01, 2016"
UTAH WTR FIN AGY REV,Municipals,Fixed Income,"135,182.04",0.19,"135,182.04","110,000.00",917572WM7,US917572WM76,-,121.23,United States,-,USD,4.89,1.4,1.0,"Mar 01, 2028",5.0,5.36,-,0.8,4.6,0.8,USD,"Jul 20, 2017","Jul 20, 2017"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"134,998.64",0.19,"134,998.64","110,000.00",67766WXV9,US67766WXV98,-,122.31,United States,-,USD,5.54,1.95,1.0,"Dec 01, 2029",5.0,6.69,-,0.79,4.85,0.79,USD,"Apr 20, 2017","Apr 20, 2017"
CONROE TEX INDPT SCH DIST,Municipals,Fixed Income,"134,583.02",0.19,"134,583.02","110,000.00",208418E58,US208418E581,-,120.46,United States,-,USD,5.39,2.23,1.0,"Feb 15, 2030",5.0,6.73,-,0.9,4.55,0.9,USD,"Sep 21, 2017","Sep 01, 2017"
OHIO ST TPK COMMN TPK REV,Government Related,Fixed Income,"134,583.02",0.19,"134,583.02","110,000.00",67760HLG4,US67760HLG47,-,120.46,United States,-,USD,5.39,2.23,1.0,"Feb 15, 2030",5.0,6.73,-,0.9,4.55,0.9,USD,"Sep 28, 2017","Sep 28, 2017"
TRIBOROUGH BRDG & TUNL AUTH N,Corporates,Fixed Income,"134,175.45",0.19,"134,175.45","110,000.00",89602N7K4,US89602N7K42,-,121.34,United States,-,USD,5.95,2.54,1.0,"Nov 15, 2031",5.0,7.98,-,0.92,4.8,0.92,USD,"Jan 19, 2017","Jan 19, 2017"
BLACKROCK LIQ MUNICASH CL INS MMF,Cash and/or Derivatives,Money Market,"134,055.94",0.19,"134,055.94","134,043.00",09248U841,US09248U8412,B0BW5H6,1.0,United States,-,USD,0.04,0.13,1.0,-,0.1,0.04,-,0.13,0.04,0.13,USD,-,"Feb 23, 1984"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"131,523.21",0.18,"131,523.21","105,000.00",592112TD8,US592112TD88,-,122.76,United States,-,USD,4.83,0.77,1.0,"Jul 01, 2027",5.0,4.83,-,0.77,4.83,0.77,USD,"Oct 25, 2018","Oct 25, 2018"
ATLANTA GA ARPT REV,Municipals,Fixed Income,"131,333.00",0.18,"131,333.00","105,000.00",04780MWZ8,US04780MWZ84,-,122.58,United States,-,USD,4.83,0.8,1.0,"Jul 01, 2027",5.0,4.83,-,0.8,4.83,0.8,USD,"Oct 08, 2020","Oct 08, 2020"
VIRGINIA ST PUB BLDG AUTH PUB,Government Related,Fixed Income,"130,758.34",0.18,"130,758.34","110,000.00",928172Y33,US928172Y334,-,117.2,United States,-,USD,6.27,2.02,1.0,"Aug 01, 2031",4.0,8.0,-,0.84,5.02,0.84,USD,"Dec 14, 2017","Dec 14, 2017"
BALTIMORE CNTY MD,Government Related,Fixed Income,"129,957.53",0.18,"129,957.53","105,000.00",05914FZ52,US05914FZ524,-,122.1,United States,-,USD,4.6,0.64,1.0,"Mar 01, 2027",5.0,4.6,-,0.64,4.6,0.64,USD,"Mar 18, 2019","Mar 18, 2019"
FORT BEND TEX INDPT SCH DIST,Government Related,Fixed Income,"129,784.68",0.18,"129,784.68","110,000.00",346843ND3,US346843ND32,-,116.47,United States,-,USD,6.33,2.1,1.0,"Aug 15, 2031",4.0,8.03,-,0.98,5.05,0.98,USD,"May 30, 2018","May 01, 2018"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"129,644.14",0.18,"129,644.14","105,000.00",207758XF5,US207758XF50,-,120.97,United States,-,USD,4.44,0.72,1.0,"Jan 01, 2027",5.0,4.44,-,0.72,4.44,0.72,USD,"Feb 08, 2018","Feb 08, 2018"
OKLAHOMA TRANSN AUTH OK F/K/A,Government Related,Fixed Income,"128,461.78",0.18,"128,461.78","110,000.00",679111YM0,US679111YM03,-,114.78,United States,-,USD,5.82,2.18,1.0,"Jan 01, 2031",4.0,7.54,-,0.96,4.52,0.96,USD,"Dec 21, 2017","Dec 21, 2017"
NEW YORK N Y CITY MUN WTR FIN,Government Related,Fixed Income,"127,973.33",0.18,"127,973.33","105,000.00",64972GPP3,US64972GPP36,-,121.66,United States,-,USD,5.94,2.42,1.0,"Jun 15, 2031",5.0,7.74,-,0.92,4.88,0.92,USD,"Oct 12, 2017","Oct 12, 2017"
TENNESSEE ST,Government Related,Fixed Income,"127,736.22",0.18,"127,736.22","105,000.00",880541XJ1,US880541XJ11,-,119.57,United States,-,USD,4.39,1.35,1.0,"Aug 01, 2027",5.0,4.89,-,0.66,4.11,0.66,USD,"Aug 25, 2016","Aug 25, 2016"
METROPOLITAN ATLANTA RAPID TRAN AU,Government Related,Fixed Income,"126,849.08",0.18,"126,849.08","100,000.00",591745B78,US591745B786,-,124.22,United States,-,USD,4.81,0.75,1.0,"Jul 01, 2027",5.25,4.81,-,0.75,4.81,0.75,USD,"Mar 15, 2007","Mar 15, 2007"
VERMONT ST,Municipals,Fixed Income,"125,790.03",0.18,"125,790.03","100,000.00",9242582F2,US9242582F22,-,123.9,United States,-,USD,4.96,0.66,1.0,"Aug 15, 2027",5.0,4.96,-,0.66,4.96,0.66,USD,"Sep 13, 2017","Sep 13, 2017"
SAN DIEGO CALIF UNI SCH DIST,Government Related,Fixed Income,"125,623.45",0.18,"125,623.45","100,000.00",7973556D1,US7973556D10,-,123.12,United States,-,USD,5.36,1.7,1.0,"Jul 01, 2029",5.0,6.3,-,0.71,4.84,0.71,USD,"Nov 01, 2017","Nov 01, 2017"
FORT BEND CNTY TEX,Municipals,Fixed Income,"125,532.83",0.18,"125,532.83","105,000.00",346766TV0,US346766TV03,-,117.89,United States,-,USD,4.03,1.4,1.0,"Mar 01, 2027",5.0,4.57,-,0.64,3.78,0.64,USD,"Jun 01, 2016","Jun 01, 2016"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"125,484.00",0.18,"125,484.00","100,000.00",64971XCJ5,US64971XCJ54,-,123.4,United States,-,USD,5.21,1.28,1.0,"Aug 01, 2028",5.0,5.66,-,0.72,4.92,0.72,USD,"Oct 26, 2017","Oct 26, 2017"
ALABAMA FED AID HWY FIN AUTH S,Government Related,Fixed Income,"125,467.58",0.18,"125,467.58","100,000.00",010268BP4,US010268BP48,-,123.8,United States,-,USD,5.0,0.71,1.0,"Sep 01, 2027",5.0,5.0,-,0.71,5.0,0.71,USD,"Jun 29, 2017","Jun 29, 2017"
ALABAMA FED AID HWY FIN AUTH S,Government Related,Fixed Income,"125,467.58",0.18,"125,467.58","100,000.00",010268BM1,US010268BM17,-,123.8,United States,-,USD,5.0,0.71,1.0,"Sep 01, 2027",5.0,5.0,-,0.71,5.0,0.71,USD,"Jun 29, 2017","Jun 29, 2017"
PENNSYLVANIA ST,Government Related,Fixed Income,"125,409.93",0.18,"125,409.93","105,000.00",70914PZS4,US70914PZS46,-,117.35,United States,-,USD,3.95,1.45,1.0,"Feb 01, 2027",5.0,4.49,-,0.68,3.7,0.68,USD,"Jun 17, 2016","Jun 17, 2016"
SAN DIEGO CNTY CALIF REGL ARPT,Corporates,Fixed Income,"125,381.14",0.18,"125,381.14","100,000.00",79739GKR6,US79739GKR64,-,122.88,United States,-,USD,4.83,0.75,1.0,"Jul 01, 2027",5.0,4.83,-,0.75,4.83,0.75,USD,"Dec 11, 2019","Dec 11, 2019"
MONTGOMERY CNTY MD,Government Related,Fixed Income,"125,325.75",0.18,"125,325.75","100,000.00",6133407N2,US6133407N29,-,124.08,United States,-,USD,5.08,0.72,1.0,"Oct 01, 2027",5.0,5.08,-,0.72,5.08,0.72,USD,"Nov 15, 2017","Nov 15, 2017"
MIAMI-DADE CNTY FLA,Government Related,Fixed Income,"125,260.20",0.18,"125,260.20","100,000.00",59333FUP3,US59333FUP34,-,122.76,United States,-,USD,4.83,0.77,1.0,"Jul 01, 2027",5.0,4.83,-,0.77,4.83,0.77,USD,"Sep 11, 2018","Sep 28, 2016"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"125,223.38",0.18,"125,223.38","100,000.00",64972HZM7,US64972HZM77,-,122.92,United States,-,USD,4.87,0.77,1.0,"Jul 15, 2027",5.0,4.87,-,0.77,4.87,0.77,USD,"Jul 20, 2017","Jul 20, 2017"
DISTRICT COLUMBIA INCOME TAX R,Government Related,Fixed Income,"125,198.59",0.18,"125,198.59","100,000.00",25477GPX7,US25477GPX78,-,123.95,United States,-,USD,5.08,0.74,1.0,"Oct 01, 2027",5.0,5.08,-,0.74,5.08,0.74,USD,"Dec 04, 2019","Dec 04, 2019"
MASSACHUSETTS BAY TRANSN AUTH,Corporates,Fixed Income,"125,164.96",0.18,"125,164.96","100,000.00",575579C54,US575579C548,-,122.66,United States,-,USD,5.12,1.35,1.0,"Jul 01, 2028",5.0,5.58,-,0.78,4.83,0.78,USD,"Oct 12, 2017","Oct 12, 2017"
DISTRICT COLUMBIA,Government Related,Fixed Income,"125,129.62",0.18,"125,129.62","100,000.00",25476FXE3,US25476FXE32,-,124.07,United States,-,USD,5.12,0.74,1.0,"Oct 15, 2027",5.0,5.12,-,0.74,5.12,0.74,USD,"Feb 21, 2019","Feb 21, 2019"
NORTHSIDE TEX INDPT SCH DIST,Government Related,Fixed Income,"125,107.14",0.18,"125,107.14","100,000.00",66702RUJ9,US66702RUJ93,-,123.22,United States,-,USD,4.95,0.77,1.0,"Aug 15, 2027",5.0,4.95,-,0.77,4.95,0.77,USD,"Nov 20, 2018","Oct 15, 2018"
OREGON ST,Government Related,Fixed Income,"125,093.29",0.17,"125,093.29","100,000.00",68609BR33,US68609BR330,-,123.01,United States,-,USD,5.21,1.34,1.0,"Aug 01, 2028",5.0,5.66,-,0.78,4.91,0.78,USD,"May 03, 2017","May 03, 2017"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"125,092.32",0.17,"125,092.32","100,000.00",92778WJH0,US92778WJH07,-,123.43,United States,-,USD,5.0,0.77,1.0,"Sep 01, 2027",5.0,5.0,-,0.77,5.0,0.77,USD,"Dec 04, 2019","Dec 04, 2019"
FLORIDA ST DEPT ENVIRONMENTAL,Government Related,Fixed Income,"125,079.05",0.17,"125,079.05","100,000.00",34160WA61,US34160WA618,-,122.58,United States,-,USD,4.83,0.8,1.0,"Jul 01, 2027",5.0,4.83,-,0.8,4.83,0.8,USD,"Nov 30, 2017","Nov 30, 2017"
SAN FRANCISCO CALIF BAY AREA R,Government Related,Fixed Income,"125,079.05",0.17,"125,079.05","100,000.00",797669XK9,US797669XK93,-,122.58,United States,-,USD,5.37,1.77,1.0,"Jul 01, 2029",5.0,6.3,-,0.8,4.83,0.8,USD,"Dec 28, 2017","Dec 28, 2017"
LONG IS PWR AUTH N Y ELEC SYS,Corporates,Fixed Income,"125,029.91",0.17,"125,029.91","100,000.00",542691CE8,US542691CE80,-,123.36,United States,-,USD,5.0,0.78,1.0,"Sep 01, 2027",5.0,5.0,-,0.78,5.0,0.78,USD,"Sep 26, 2019","Sep 26, 2019"
NEW HAMPSHIRE ST,Government Related,Fixed Income,"124,970.39",0.17,"124,970.39","100,000.00",6446826Y7,US6446826Y74,-,124.55,United States,-,USD,5.24,0.75,1.0,"Dec 01, 2027",5.0,5.25,-,0.75,5.25,0.75,USD,"Dec 22, 2020","Dec 22, 2020"
ARIZONA ST CTFS PARTN,Government Related,Fixed Income,"124,957.43",0.17,"124,957.43","100,000.00",040588H24,US040588H248,-,123.71,United States,-,USD,5.08,0.78,1.0,"Oct 01, 2027",5.0,5.08,-,0.78,5.08,0.78,USD,"Jul 09, 2019","Jul 09, 2019"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"124,904.92",0.17,"124,904.92","100,000.00",67766WZT2,US67766WZT25,-,124.49,United States,-,USD,5.24,0.76,1.0,"Dec 01, 2027",5.0,5.25,-,0.76,5.25,0.76,USD,"Oct 20, 2020","Oct 20, 2020"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"124,863.37",0.17,"124,863.37","100,000.00",93974DW95,US93974DW952,-,122.78,United States,-,USD,5.46,1.78,1.0,"Aug 01, 2029",5.0,6.38,-,0.82,4.91,0.82,USD,"Dec 07, 2017","Dec 07, 2017"
RIVERSIDE CNTY CALIF TRANSN CO,Municipals,Fixed Income,"124,839.49",0.17,"124,839.49","100,000.00",769125GN9,US769125GN98,-,124.42,United States,-,USD,5.39,1.05,1.0,"Jun 01, 2028",5.0,5.62,-,0.77,5.25,0.77,USD,"Dec 28, 2017","Dec 28, 2017"
FLORIDA ST DEPT TRANSN FING CO,Municipals,Fixed Income,"124,717.67",0.17,"124,717.67","100,000.00",34160KAJ9,US34160KAJ97,-,122.22,United States,-,USD,4.83,0.86,1.0,"Jul 01, 2027",5.0,4.83,-,0.86,4.83,0.86,USD,"Sep 20, 2018","Sep 20, 2018"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"124,691.49",0.17,"124,691.49","100,000.00",207758YB3,US207758YB38,-,123.44,United States,-,USD,5.08,0.82,1.0,"Oct 01, 2027",5.0,5.08,-,0.82,5.08,0.82,USD,"Oct 25, 2018","Oct 25, 2018"
PALO ALTO CALIF UNI SCH DIST,Municipals,Fixed Income,"124,539.19",0.17,"124,539.19","130,000.00",697379TF2,US697379TF24,-,95.8,United States,-,USD,5.57,0.77,1.0,"Aug 01, 2027",0.0,5.54,-,0.77,5.54,0.77,USD,"Sep 11, 2008","Sep 11, 2008"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"124,473.87",0.17,"124,473.87","100,000.00",64971W7R5,US64971W7R51,-,123.64,United States,-,USD,5.71,1.76,1.0,"Nov 01, 2029",5.0,6.62,-,0.84,5.16,0.84,USD,"Aug 17, 2017","Aug 17, 2017"
TEXAS ST,Government Related,Fixed Income,"124,443.89",0.17,"124,443.89","100,000.00",8827236Y0,US8827236Y02,-,123.19,United States,-,USD,5.9,2.09,1.0,"Oct 01, 2030",5.0,7.23,-,0.86,5.08,0.86,USD,"Feb 01, 2017","Feb 01, 2017"
NEVADA ST HWY IMPT REV,Government Related,Fixed Income,"124,382.57",0.17,"124,382.57","100,000.00",641480JP4,US641480JP44,-,123.97,United States,-,USD,5.24,0.84,1.0,"Dec 01, 2027",5.0,5.24,-,0.84,5.24,0.84,USD,"Jun 05, 2018","Jun 05, 2018"
VIRGINIA COMWLTH TRANSN BRD TR,Government Related,Fixed Income,"124,358.93",0.17,"124,358.93","100,000.00",927793D89,US927793D894,-,123.72,United States,-,USD,5.88,1.92,1.0,"May 15, 2030",5.0,7.01,-,0.85,5.2,0.85,USD,"Dec 14, 2017","Dec 14, 2017"
LOUISIANA ST GRNT ANTIC REV,Government Related,Fixed Income,"124,345.80",0.17,"124,345.80","100,000.00",54641CAT2,US54641CAT27,-,122.68,United States,-,USD,4.99,0.89,1.0,"Sep 01, 2027",5.0,4.99,-,0.89,4.99,0.89,USD,"Jun 02, 2021","Jun 02, 2021"
