iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"TENNESSEE ST","State Tax-Backed","Fixed Income","662,716.17","0.19","662,716.17","605,000.00","880541VJ3","US880541VJ39","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 18, 2015","Nov 18, 2015"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","662,616.41","0.19","662,616.41","605,000.00","64966KYW7","US64966KYW79","-","107.44","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.00","1.51","-","0.29","1.51","0.29","USD","Jun 11, 2013","Jun 11, 2013"
"KING CNTY WASH SCH DIST NO 405","School Districts","Fixed Income","661,780.92","0.19","661,780.92","605,000.00","495098YQ2","US495098YQ23","-","108.97","United States","-","USD","1.85","0.30","1.00","Dec 01, 2023","5.00","1.85","-","0.30","1.85","0.30","USD","Nov 17, 2016","Nov 17, 2016"
"SALT RIV PROJ AGRIC IMPT & PWR","Utility","Fixed Income","654,108.25","0.19","654,108.25","610,000.00","79574CBN2","US79574CBN20","-","104.73","United States","-","USD","0.97","0.26","1.00","Jan 01, 2023","5.00","0.97","-","0.26","0.97","0.26","USD","Dec 01, 2016","Dec 01, 2016"
"FLORIDA ST DEPT ENVIRONMENTAL","State Tax-Backed","Fixed Income","651,994.28","0.19","651,994.28","595,000.00","34160WYX6","US34160WYX63","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Jan 05, 2016","Jan 05, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","651,762.19","0.19","651,762.19","595,000.00","13063C4K3","US13063C4K36","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 03, 2016","Nov 03, 2016"
"OHIO ST WTR DEV AUTH REV FOR I","Utility","Fixed Income","650,842.40","0.19","650,842.40","595,000.00","67765QDH6","US67765QDH65","-","108.97","United States","-","USD","1.85","0.30","1.00","Dec 01, 2023","5.00","1.85","-","0.30","1.85","0.30","USD","Aug 03, 2016","Aug 03, 2016"
"NEW MEXICO ST","State Tax-Backed","Fixed Income","643,361.26","0.19","643,361.26","600,000.00","647293RR2","US647293RR20","-","105.56","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","Aug 01, 2017","Aug 01, 2017"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","640,257.13","0.18","640,257.13","595,000.00","5446463J9","US5446463J98","-","105.61","United States","-","USD","1.45","0.25","1.00","Jul 01, 2023","4.00","1.45","-","0.25","1.45","0.25","USD","Apr 05, 2016","Apr 05, 2016"
"MARYLAND ST","State Tax-Backed","Fixed Income","639,936.58","0.18","639,936.58","595,000.00","574193LE6","US574193LE69","-","105.89","United States","-","USD","1.53","0.27","1.00","Aug 01, 2023","4.00","1.53","-","0.27","1.53","0.27","USD","Mar 17, 2015","Mar 17, 2015"
"CLARK CNTY NEV FOR ISSUES DTD","Local Tax-Backed","Fixed Income","634,142.15","0.18","634,142.15","580,000.00","180848PR8","US180848PR81","-","108.50","United States","-","USD","1.76","0.34","1.00","Nov 01, 2023","5.00","1.76","-","0.34","1.76","0.34","USD","Mar 31, 2015","Mar 31, 2015"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","632,628.46","0.18","632,628.46","590,000.00","130178TQ9","-","BGSM0B0","105.75","United States","-","USD","1.17","0.22","1.00","Mar 15, 2023","5.00","1.17","-","0.22","1.17","0.22","USD","Aug 04, 2009","Aug 04, 2009"
"ARIZONA ST TRANSN BRD EXCISE T","State Tax-Backed","Fixed Income","629,720.16","0.18","629,720.16","575,000.00","040649MB8","US040649MB89","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Dec 18, 2014","Dec 18, 2014"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","624,688.36","0.18","624,688.36","570,000.00","5446465H1","US5446465H15","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","May 25, 2017","May 25, 2017"
"ENERGY NORTHWEST WASH ELEC REV","Utility","Fixed Income","624,244.33","0.18","624,244.33","570,000.00","29270CX42","US29270CX426","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Mar 29, 2018","Mar 29, 2018"
"PENNSYLVANIA ST","State Tax-Backed","Fixed Income","623,034.94","0.18","623,034.94","570,000.00","70914PUT7","US70914PUT73","-","108.25","United States","-","USD","1.72","0.37","1.00","Oct 15, 2023","5.00","1.72","-","0.37","1.72","0.37","USD","Nov 07, 2013","Nov 07, 2013"
"MINNESOTA ST GEN FD REV","State Tax-Backed","Fixed Income","621,355.60","0.18","621,355.60","580,000.00","604146BV1","US604146BV14","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Jan 31, 2014","Jan 31, 2014"
"UNIVERSITY UTAH UNIV REVS","Prerefund/Escrow","Fixed Income","618,564.96","0.18","618,564.96","565,000.00","915183A56","US915183A567","-","107.40","United States","-","USD","1.51","0.31","1.00","Aug 01, 2023","5.00","1.51","-","0.31","1.51","0.31","USD","Jul 15, 2014","Jul 15, 2014"
"WISCONSIN ST","State Tax-Backed","Fixed Income","618,284.10","0.18","618,284.10","565,000.00","97705MGP4","US97705MGP41","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Jul 12, 2017","Jul 12, 2017"
"WASHINGTON SUBN SAN DIST MD","Local Tax-Backed","Fixed Income","615,901.32","0.18","615,901.32","575,000.00","940157N97","US940157N977","-","106.89","United States","-","USD","1.42","0.25","1.00","Jun 15, 2023","5.00","1.42","-","0.25","1.42","0.25","USD","Nov 09, 2017","Nov 09, 2017"
"CLARK CNTY NEV HWY IMPT REV","Local Tax-Backed","Fixed Income","607,816.85","0.18","607,816.85","555,000.00","181000PA2","US181000PA25","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Jun 29, 2016","Jun 29, 2016"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","607,481.97","0.17","607,481.97","555,000.00","13063DFH6","US13063DFH61","-","108.21","United States","-","USD","1.68","0.30","1.00","Oct 01, 2023","5.00","1.68","-","0.30","1.68","0.30","USD","Mar 15, 2018","Mar 15, 2018"
"NORTH CAROLINA ST","State Tax-Backed","Fixed Income","599,764.97","0.17","599,764.97","560,000.00","658256W73","US658256W731","-","106.68","United States","-","USD","1.38","0.27","1.00","Jun 01, 2023","5.00","1.38","-","0.27","1.38","0.27","USD","Apr 22, 2015","Apr 22, 2015"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","595,979.48","0.17","595,979.48","545,000.00","13068LLJ2","US13068LLJ25","-","108.52","United States","-","USD","1.76","0.33","1.00","Nov 01, 2023","5.00","1.76","-","0.33","1.76","0.33","USD","Nov 20, 2013","Nov 20, 2013"
"VIRGINIA COLLEGE BLDG AUTH VAEDL F","State Tax-Backed","Fixed Income","595,267.71","0.17","595,267.71","555,000.00","927781RJ5","US927781RJ58","-","105.17","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.00","1.05","-","0.22","1.05","0.22","USD","Oct 08, 2009","Oct 08, 2009"
"NORTH CAROLINA ST","State Tax-Backed","Fixed Income","594,409.92","0.17","594,409.92","555,000.00","6582563C4","US6582563C46","-","106.68","United States","-","USD","1.38","0.27","1.00","Jun 01, 2023","5.00","1.38","-","0.27","1.38","0.27","USD","Jul 27, 2017","Jul 27, 2017"
"PHOENIX ARIZ CIVIC IMPT CORP W","Utility","Fixed Income","591,810.03","0.17","591,810.03","540,000.00","71883RNG4","US71883RNG47","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Dec 17, 2014","Dec 17, 2014"
"CUERO TEX INDPT SCH DIST","Prerefund/Escrow","Fixed Income","590,544.70","0.17","590,544.70","540,000.00","229831GN6","US229831GN64","-","107.47","United States","-","USD","1.55","0.38","1.00","Aug 15, 2023","5.00","1.55","-","0.38","1.55","0.38","USD","Feb 01, 2014","Feb 01, 2014"
"PENNSYLVANIA ST","State Tax-Backed","Fixed Income","589,713.30","0.17","589,713.30","550,000.00","70914PJ60","US70914PJ600","-","104.72","United States","-","USD","0.97","0.27","1.00","Jan 01, 2023","5.00","0.97","-","0.27","0.97","0.27","USD","Nov 16, 2017","Nov 16, 2017"
"MINNESOTA ST FOR PREVIOUS ISSU","State Tax-Backed","Fixed Income","586,302.99","0.17","586,302.99","535,000.00","60412AGM9","US60412AGM99","-","107.51","United States","-","USD","1.51","0.25","1.00","Aug 01, 2023","5.00","1.51","-","0.25","1.51","0.25","USD","Aug 11, 2016","Aug 11, 2016"
"ARKANSAS ST","State Tax-Backed","Fixed Income","585,786.53","0.17","585,786.53","535,000.00","041042ZB1","US041042ZB10","-","108.24","United States","-","USD","1.68","0.27","1.00","Oct 01, 2023","5.00","1.68","-","0.27","1.68","0.27","USD","Dec 01, 2014","Dec 01, 2014"
"MARYLAND ST","State Tax-Backed","Fixed Income","580,561.28","0.17","580,561.28","530,000.00","574193KM9","US574193KM94","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 05, 2014","Aug 05, 2014"
"RIVERSIDE CNTY CALIF TRANSN CO","Local Tax-Backed","Fixed Income","578,503.49","0.17","578,503.49","540,000.00","769125EC5","US769125EC51","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Jul 03, 2013","Jul 03, 2013"
"HAWAII ST","Prerefund/Escrow","Fixed Income","569,607.29","0.16","569,607.29","520,000.00","419792UN4","US419792UN45","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 21, 2013","Nov 21, 2013"
"TENNESSEE ST SCH BD AUTH","Education","Fixed Income","558,097.15","0.16","558,097.15","510,000.00","880558JY8","US880558JY85","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Sep 21, 2017","Sep 21, 2017"
"SAN ANTONIO TEX","Local Tax-Backed","Fixed Income","557,728.31","0.16","557,728.31","520,000.00","796237W68","US796237W684","-","105.17","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.00","1.05","-","0.22","1.05","0.22","USD","Aug 25, 2015","Jul 01, 2015"
"FAIRFAX CNTY VA WTR AUTH WTR REVEN","Utility","Fixed Income","552,195.15","0.16","552,195.15","515,000.00","303891B38","US303891B381","-","105.97","United States","-","USD","1.22","0.21","1.00","Apr 01, 2023","5.00","1.21","-","0.21","1.21","0.21","USD","Mar 01, 2017","Mar 01, 2017"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","552,175.92","0.16","552,175.92","505,000.00","20772JRM6","US20772JRM61","-","108.29","United States","-","USD","1.72","0.35","1.00","Oct 15, 2023","5.00","1.72","-","0.35","1.72","0.35","USD","Oct 24, 2013","Oct 24, 2013"
"NASSAU CNTY N Y","Prerefund/Escrow","Fixed Income","552,061.92","0.16","552,061.92","515,000.00","63165TLE3","US63165TLE37","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Dec 11, 2013","Dec 11, 2013"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","551,889.12","0.16","551,889.12","500,000.00","57582NH99","US57582NH999","-","109.92","United States","-","USD","1.84","0.31","1.00","Dec 01, 2023","5.50","1.84","-","0.31","1.84","0.31","USD","Nov 18, 2004","Nov 18, 2004"
"KENTUCKY ASSET / LIABILITY COM","Transportation","Fixed Income","549,629.80","0.16","549,629.80","500,000.00","49118NEF8","US49118NEF87","-","108.18","United States","-","USD","1.60","0.33","1.00","Sep 01, 2023","5.25","1.59","-","0.33","1.59","0.33","USD","Aug 08, 2013","Aug 08, 2013"
"HAMPTON ROADS SANTN DIST VA WA","Utility","Fixed Income","547,972.25","0.16","547,972.25","500,000.00","409327GK3","US409327GK33","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Nov 12, 2014","Nov 12, 2014"
"GWINNETT CNTY GA WTR & SEW AUT","Local Tax-Backed","Fixed Income","547,781.77","0.16","547,781.77","500,000.00","403760JY8","US403760JY80","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Sep 26, 2019","Sep 26, 2019"
"ILLINOIS FIN AUTH REV","Utility","Fixed Income","547,660.60","0.16","547,660.60","500,000.00","45204EXK9","US45204EXK99","-","107.03","United States","-","USD","1.43","0.30","1.00","Jul 01, 2023","5.00","1.43","-","0.30","1.43","0.30","USD","Sep 12, 2017","Sep 12, 2017"
"LOUISIANA ST","State Tax-Backed","Fixed Income","547,204.97","0.16","547,204.97","500,000.00","546415T42","US546415T420","-","107.36","United States","-","USD","1.51","0.34","1.00","Aug 01, 2023","5.00","1.51","-","0.34","1.51","0.34","USD","Nov 25, 2014","Nov 25, 2014"
"ALABAMA ST PUB SCH & COLLEGE A","State Tax-Backed","Fixed Income","541,639.99","0.16","541,639.99","505,000.00","010609AJ4","US010609AJ45","-","105.17","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.00","1.05","-","0.22","1.05","0.22","USD","May 28, 2014","May 28, 2014"
"KANSAS CITY MO","Local Tax-Backed","Fixed Income","536,388.72","0.15","536,388.72","500,000.00","484873NQ3","US484873NQ39","-","105.19","United States","-","USD","1.05","0.20","1.00","Feb 01, 2023","5.00","1.05","-","0.20","1.05","0.20","USD","Apr 03, 2019","Apr 03, 2019"
"METRO WASTEWTR RECLAMATION DIS","Utility","Fixed Income","535,982.50","0.15","535,982.50","500,000.00","59164GEF5","US59164GEF54","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","May 17, 2019","May 17, 2019"
"PORTLAND ORE SWR SYS REV","Utility","Fixed Income","535,713.28","0.15","535,713.28","500,000.00","736742A49","US736742A492","-","105.48","United States","-","USD","1.13","0.29","1.00","Mar 01, 2023","5.00","1.13","-","0.29","1.13","0.29","USD","Dec 03, 2019","Dec 03, 2019"
"OHIO ST","State Tax-Backed","Fixed Income","535,683.37","0.15","535,683.37","500,000.00","677522B45","US677522B455","-","106.30","United States","-","USD","1.30","0.26","1.00","May 01, 2023","5.00","1.30","-","0.26","1.30","0.26","USD","Dec 12, 2018","Dec 12, 2018"
"MICHIGAN ST","Transportation","Fixed Income","535,130.66","0.15","535,130.66","500,000.00","594612DE0","US594612DE03","-","105.55","United States","-","USD","1.17","0.38","1.00","Mar 15, 2023","5.00","1.17","-","0.38","1.17","0.38","USD","Aug 12, 2016","Aug 12, 2016"
"PHOENIX ARIZ CIVIC IMPT CORP W","Utility","Fixed Income","531,533.08","0.15","531,533.08","485,000.00","71883PJN8","US71883PJN87","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Apr 15, 2014","Apr 15, 2014"
"OREGON ST","State Tax-Backed","Fixed Income","530,463.25","0.15","530,463.25","495,000.00","68609BHM2","US68609BHM28","-","106.33","United States","-","USD","1.30","0.24","1.00","May 01, 2023","5.00","1.30","-","0.24","1.30","0.24","USD","Mar 31, 2015","Mar 31, 2015"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","530,384.57","0.15","530,384.57","495,000.00","91412GVR3","US91412GVR37","-","106.51","United States","-","USD","1.33","0.24","1.00","May 15, 2023","5.00","1.34","-","0.24","1.34","0.24","USD","Mar 25, 2015","Mar 25, 2015"
"MAINE ST","State Tax-Backed","Fixed Income","530,367.68","0.15","530,367.68","495,000.00","56052AZG4","US56052AZG48","-","106.73","United States","-","USD","1.38","0.24","1.00","Jun 01, 2023","5.00","1.38","-","0.24","1.38","0.24","USD","Jun 21, 2017","Jun 21, 2017"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","528,407.25","0.15","528,407.25","500,000.00","199492VF3","US199492VF37","-","104.68","United States","-","USD","1.23","0.25","1.00","Apr 01, 2023","4.00","1.22","-","0.25","1.22","0.25","USD","Nov 16, 2017","Nov 16, 2017"
"VIRGINIA ST","State Tax-Backed","Fixed Income","528,208.22","0.15","528,208.22","500,000.00","928109F44","US928109F442","-","105.31","United States","-","USD","1.39","0.24","1.00","Jun 01, 2023","4.00","1.39","-","0.24","1.39","0.24","USD","Mar 06, 2013","Mar 06, 2013"
"KING CNTY WASH","Local Tax-Backed","Fixed Income","525,978.58","0.15","525,978.58","480,000.00","49474FKN9","US49474FKN95","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Feb 18, 2015","Feb 18, 2015"
"MISSOURI ST HWYS & TRANS COMMN","Transportation","Fixed Income","525,172.76","0.15","525,172.76","490,000.00","60636WSF3","US60636WSF31","-","106.34","United States","-","USD","1.30","0.23","1.00","May 01, 2023","5.00","1.30","-","0.23","1.30","0.23","USD","May 13, 2019","May 13, 2019"
"BROOKHAVEN N Y","Local Tax-Backed","Fixed Income","521,228.67","0.15","521,228.67","500,000.00","113152VC3","US113152VC32","-","103.36","United States","-","USD","1.18","0.21","1.00","Mar 15, 2023","3.00","1.18","-","0.21","1.18","0.21","USD","Mar 17, 2015","Mar 17, 2015"
"DELAWARE TRANSN AUTH TRANSN SY","State Tax-Backed","Fixed Income","520,499.63","0.15","520,499.63","475,000.00","246428A63","US246428A632","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","May 15, 2014","May 15, 2014"
"FLORIDA ST DEPT ENVIRONMENTAL","State Tax-Backed","Fixed Income","520,499.63","0.15","520,499.63","475,000.00","34160WXR0","US34160WXR05","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Oct 23, 2014","Oct 23, 2014"
"WISCONSIN ST TRANSN REV","State Tax-Backed","Fixed Income","520,425.58","0.15","520,425.58","475,000.00","977123M88","US977123M886","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Dec 10, 2015","Dec 10, 2015"
"RHODE ISLAND ST COMM CORP REV","Transportation","Fixed Income","518,766.92","0.15","518,766.92","485,000.00","762232AF3","US762232AF32","-","106.74","United States","-","USD","1.42","0.35","1.00","Jun 15, 2023","5.00","1.42","-","0.35","1.42","0.35","USD","Jun 14, 2016","Jun 14, 2016"
"BALTIMORE CNTY MD","Local Tax-Backed","Fixed Income","514,933.17","0.15","514,933.17","480,000.00","05914FZF0","US05914FZF07","-","105.19","United States","-","USD","1.05","0.20","1.00","Feb 01, 2023","5.00","1.05","-","0.20","1.05","0.20","USD","Mar 08, 2016","Mar 08, 2016"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","512,433.97","0.15","512,433.97","470,000.00","64577BD76","US64577BD762","-","108.20","United States","-","USD","1.76","0.50","1.00","Nov 01, 2023","5.00","1.76","-","0.50","1.76","0.50","USD","Jan 23, 2017","Jan 23, 2017"
"MONTGOMERY CNTY MD","Local Tax-Backed","Fixed Income","508,942.61","0.15","508,942.61","465,000.00","6133404B1","US6133404B18","-","108.62","United States","-","USD","1.77","0.28","1.00","Nov 01, 2023","5.00","1.76","-","0.28","1.76","0.28","USD","Nov 19, 2014","Nov 19, 2014"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","508,764.00","0.15","508,764.00","465,000.00","13063DWF1","US13063DWF13","-","108.58","United States","-","USD","1.77","0.30","1.00","Nov 01, 2023","5.00","1.76","-","0.30","1.76","0.30","USD","Sep 09, 2020","Sep 09, 2020"
"WAKE CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","508,454.61","0.15","508,454.61","465,000.00","930876CM7","US930876CM76","-","108.93","United States","-","USD","1.85","0.32","1.00","Dec 01, 2023","5.00","1.85","-","0.32","1.85","0.32","USD","Jun 16, 2016","Jun 16, 2016"
"CONNECTICUT ST HEALTH & EDL FA","Education","Fixed Income","507,301.80","0.15","507,301.80","500,000.00","20775DFJ6","US20775DFJ63","-","100.91","United States","-","USD","1.09","0.27","1.00","Feb 07, 2023","1.10","1.09","-","0.27","1.09","0.27","USD","Feb 03, 2020","Jul 23, 2014"
"AUSTIN TEX INDPT SCH DIST","School Districts","Fixed Income","503,959.23","0.15","503,959.23","460,000.00","052430JR7","US052430JR76","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Aug 28, 2014","Aug 28, 2014"
"UNIVERSITY TEX UNIV REVS","Education","Fixed Income","503,873.05","0.15","503,873.05","460,000.00","91514ADX0","US91514ADX00","-","107.65","United States","-","USD","1.55","0.27","1.00","Aug 15, 2023","5.00","1.55","-","0.27","1.55","0.27","USD","Jul 01, 2016","Jul 01, 2016"
"RIVERSIDE CNTY CALIF TRANSN CO","Local Tax-Backed","Fixed Income","503,512.30","0.15","503,512.30","470,000.00","769125HF5","US769125HF55","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Apr 12, 2018","Apr 12, 2018"
"MIAMI-DADE CNTY FL TRANSIT SALES S","Local Tax-Backed","Fixed Income","502,631.74","0.14","502,631.74","460,000.00","59334PFE2","US59334PFE25","-","106.77","United States","-","USD","1.43","0.47","1.00","Jul 01, 2023","5.00","1.43","-","0.47","1.43","0.47","USD","May 28, 2015","May 28, 2015"
"ILLINOIS ST","State Tax-Backed","Fixed Income","501,627.93","0.14","501,627.93","460,000.00","4521522V2","US4521522V27","-","107.80","United States","-","USD","1.68","0.52","1.00","Oct 01, 2023","5.00","1.68","-","0.52","1.68","0.52","USD","Sep 05, 2018","Sep 05, 2018"
"CONNECTICUT ST SPL TAX OBLIG R","State Tax-Backed","Fixed Income","497,360.32","0.14","497,360.32","455,000.00","207758RU9","US207758RU91","-","108.06","United States","-","USD","1.68","0.37","1.00","Oct 01, 2023","5.00","1.68","-","0.37","1.68","0.37","USD","Nov 21, 2013","Nov 21, 2013"
"NEW YORK ST DORM AUTH SALES TA","State Tax-Backed","Fixed Income","493,063.89","0.14","493,063.89","460,000.00","64990ACQ6","US64990ACQ67","-","105.72","United States","-","USD","1.17","0.25","1.00","Mar 15, 2023","5.00","1.17","-","0.25","1.17","0.25","USD","Oct 23, 2014","Oct 23, 2014"
"MONTGOMERY CNTY MD","Local Tax-Backed","Fixed Income","492,324.24","0.14","492,324.24","450,000.00","6133405V6","US6133405V62","-","108.99","United States","-","USD","1.85","0.29","1.00","Dec 01, 2023","5.00","1.85","-","0.29","1.85","0.29","USD","Dec 13, 2016","Dec 13, 2016"
"CALIFORNIA ST UNIV REV","Education","Fixed Income","486,967.12","0.14","486,967.12","445,000.00","13077DPF3","US13077DPF32","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Aug 20, 2014","Aug 20, 2014"
